Timestamp,Electric Demand (Student 032 > Electric Meter) [(kWh)],Outdoor Dew Point (Student 032 > Weather Station) [(deg. F)],Outdoor Temperature (Student 032 > Weather Station) [(deg. F)],Optimal Electric Demand kWh (Student 032 > Electric Meter) [(kWh)],Predicted Electric Demand kWh (Student 032 > Electric Meter) [(kWh)]
04/15/2016 17:00:00,128.0625,30.605,47.0975,131.7125,142.3840125
04/16/2016 01:00:00,83.8675,33.53,39.38,74.57625,79.7108625
04/16/2016 09:00:00,72.9405,32,45.995,79.19,77.866375
04/16/2016 17:00:00,71.5215,26.87,62.1275,69.52375,68.2297125
04/17/2016 01:00:00,81.922,26.3975,47.9975,71.32625,82.8860125
04/17/2016 09:00:00,74.754,21.785,45.3875,75.2875,74.180425
04/17/2016 17:00:00,72.402,25.7,51.7325,75.91875,63.6195
04/18/2016 01:00:00,81.8325,31.235,39.74,70.87375,72.2043375
04/18/2016 09:00:00,149.3885,36.4775,41.135,120.0575,124.85595
04/18/2016 17:00:00,183.7485,39.875,55.8725,145.215,163.34295
04/19/2016 01:00:00,105.5685,38.21,45.905,79.85625,84.6032
04/19/2016 09:00:00,163.603,42.3725,50.135,129.5275,122.9009125
04/19/2016 17:00:00,187.3285,43.16,64.625,174.84,168.2933875
04/20/2016 01:00:00,85.3595,48.7175,52.4975,89.65125,90.0366125
04/20/2016 09:00:00,129.2715,46.8725,49.7525,115.095,120.817375
04/20/2016 17:00:00,145.9625,38.48,51.2375,126.80625,137.635175
04/21/2016 01:00:00,90.1315,28.49,48.1325,80.0975,79.1531625
04/21/2016 09:00:00,136.625,16.2725,45.5225,134.12375,143.2067375
04/21/2016 17:00:00,146.8175,19.22,56.84,152.72,169.410125
04/22/2016 01:00:00,90.6325,22.235,49.505,87.71,83.01095
04/22/2016 09:00:00,159.9925,23.225,49.6175,140.095,153.1589375
04/22/2016 17:00:00,180.6405,28.8725,56.5025,165.6125,174.055325
04/23/2016 01:00:00,92.246,36.3425,45.905,84.5175,79.0909
04/23/2016 09:00:00,74.205,40.37,44.87,73.2325,77.14675
04/23/2016 17:00:00,71.986,40.8875,46.49,70.32875,74.546925
04/24/2016 01:00:00,79.9575,39.9425,44.915,68.82875,71.0676125
04/24/2016 09:00:00,75.756,39.3575,45.995,69.05375,70.3073375
04/24/2016 17:00:00,77.5465,38.12,50.27,71.97375,71.8765125
04/25/2016 01:00:00,82.9945,35.3975,45.635,70.29625,74.4448
04/25/2016 09:00:00,146.971,33.89,47.615,130.35,140.892275
04/25/2016 17:00:00,184.5275,36.6125,55.445,156.24625,170.40845
04/26/2016 01:00:00,90.5555,36.7475,46.76,84.21875,81.3436375
04/26/2016 09:00:00,132.8555,35.15,44.0375,117.5975,118.5751625
04/26/2016 17:00:00,146.4385,33.6425,45.365,129.8175,141.8161
04/27/2016 01:00:00,96.4875,33.89,41.8775,77.84625,78.801125
04/27/2016 09:00:00,120.52,36.995,41.8775,115.26625,120.5483125
